Key,Range,Co,Rank,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Total PAX
SFOPVG14,SFOPVG,PR,14,0,,,0,,4,1,,1,,0,0,1,1,,0,13,47,185,17,2,0,,4,,276
MEXPEK8,MEXPEK,AC,8,4,4,4,4,19,4,0,3,10,4,7,10,17,2,15,8,27,8,0,13,33,42,31,5,0,274
HNDTAO5,HNDTAO,OZ,5,0,22,10,6,0,2,22,30,40,3,1,2,0,6,13,2,2,23,34,8,8,14,5,5,15,273
HNLPEK6,HNLPEK,UA,6,28,13,20,14,7,7,16,0,13,9,8,7,16,1,4,6,9,11,9,14,11,8,15,18,8,272
SFOWUH5,SFOWUH,KE,5,0,,0,7,2,53,42,26,1,0,1,12,0,1,0,2,3,18,89,5,2,,,6,,270
HNDCTU5,HNDCTU,FM,5,0,6,5,1,,0,1,,,,,,0,0,21,12,18,34,59,14,33,17,17,29,1,268
ORDPEK8,ORDPEK,KE,8,1,2,2,18,28,34,58,5,8,2,6,5,3,3,7,11,8,5,41,3,4,3,1,10,,268
IADHGH2,IADHGH,UA,2,4,5,4,3,1,,1,1,1,4,10,5,14,9,5,9,10,14,78,23,11,41,10,5,0,268
JFKPEK12,JFKPEK,HU,12,,0,5,2,3,,0,8,23,12,4,6,7,4,2,20,18,16,33,7,11,14,13,39,19,266
SYDPEK15,SYDPEK,NZ,15,33,11,1,2,55,59,17,8,9,2,7,0,8,1,0,0,18,19,0,0,0,3,4,7,2,266
IAHXMN1,IAHXMN,CA,1,4,6,8,17,3,18,22,12,9,8,6,9,10,11,12,25,12,16,20,10,4,1,7,9,6,265
SYDCTU7,SYDCTU,QF,7,16,11,13,12,11,14,23,7,9,3,7,12,6,9,15,5,16,19,13,15,13,1,3,,11,264
ORDPVG8,ORDPVG,CA,8,18,2,9,10,5,6,6,3,49,21,30,11,32,10,6,2,1,7,1,3,6,14,7,0,,259
IADXMN1,IADXMN,CA,1,8,7,8,10,9,9,32,9,13,7,7,11,0,9,10,15,14,14,16,9,11,4,14,12,,258
HNDPVG5,HNDPVG,KE,5,23,20,17,20,19,51,22,10,7,3,1,3,18,1,6,0,3,2,3,1,0,1,,1,26,258
NGOCAN3,NGOCAN,CX,3,12,23,15,10,9,18,13,12,5,1,1,,4,0,10,11,20,7,6,19,14,7,3,34,3,257
IADSHA2,IADSHA,UA,2,16,11,15,18,17,11,8,1,11,0,9,9,14,9,5,7,11,11,20,7,20,12,10,4,1,257
IADPVG7,IADPVG,QR,7,0,1,1,2,1,12,39,1,,2,3,13,1,0,1,2,0,48,60,12,2,1,5,50,0,257
ORDPEK9,ORDPEK,CX,9,57,12,1,5,7,20,45,9,11,5,3,24,4,2,4,2,0,5,20,4,,1,2,9,3,255
SYDFOC5,SYDFOC,QF,5,13,34,15,8,17,12,9,7,5,12,9,2,0,6,6,11,0,65,4,4,3,3,10,0,0,255
NGOHGH1,NGOHGH,MU,1,,,,0,,0,,0,,,,,244,,,,0,,0,,,3,3,3,,253
SFOXMN4,SFOXMN,MU,4,11,13,13,11,7,7,6,23,4,6,34,10,7,12,2,6,11,5,9,20,4,14,14,3,0,252
YVRWUH5,YVRWUH,KE,5,1,3,6,0,12,7,47,42,5,1,3,2,8,22,6,9,3,4,46,18,2,,0,4,,251
ORDPVG9,ORDPVG,AC,9,1,7,5,3,9,9,32,10,6,6,3,3,11,2,1,11,10,13,73,1,1,6,14,8,1,246
SEADLC4,SEADLC,DL,4,22,22,3,0,10,2,4,10,5,2,6,15,18,12,7,5,2,0,10,30,17,10,11,14,8,245
ORDPEK10,ORDPEK,AY,10,,,,,1,1,5,1,,,,,,,,91,25,6,105,9,,,,,,244
IADCTU3,IADCTU,QR,3,5,0,1,0,,6,6,0,0,0,1,22,3,,4,8,3,62,88,4,2,3,,26,,244
SEATAO3,SEATAO,DL,3,5,12,2,1,6,13,0,10,3,0,9,16,1,9,9,4,10,9,11,32,16,4,33,19,7,241
HNLPVG7,HNLPVG,HA,7,34,8,5,5,21,15,16,0,,,11,19,9,2,6,2,4,6,8,5,3,0,12,47,2,240
KIXCTU6,KIXCTU,OZ,6,68,0,26,0,2,5,9,3,14,2,2,,0,0,2,4,13,31,5,12,6,2,,13,21,240
LAXCAN8,LAXCAN,BR,8,11,1,0,3,8,38,70,15,4,0,4,2,4,0,2,0,0,26,29,3,1,1,0,8,9,239
JFKCAN8,JFKCAN,DL,8,,1,,5,17,9,13,13,5,1,12,10,8,5,3,5,13,15,14,20,22,24,16,3,4,238
KIXPEK6,KIXPEK,SC,6,,,,,,,,0,14,4,2,4,22,0,8,4,136,0,8,28,2,1,,0,5,238
YVRSHE4,YVRSHE,MU,4,12,6,6,3,4,5,14,4,3,10,3,0,5,8,6,3,16,15,19,13,9,21,22,15,14,236
HNDCAN3,HNDCAN,KA,3,,4,20,10,2,3,3,1,3,0,3,0,20,1,3,2,33,27,9,19,5,1,6,38,22,235
NRTCAN5,NRTCAN,ZH,5,,1,,,2,1,2,5,10,25,7,6,10,30,69,49,4,9,3,2,,,,,,235
JFKPVG13,JFKPVG,QR,13,1,13,0,16,2,14,62,2,0,0,0,8,0,1,0,1,3,26,20,3,5,2,10,46,0,235
HNDDLC2,HNDDLC,MU,2,,1,,,0,0,0,0,1,13,8,6,7,6,10,6,9,14,29,37,30,24,28,2,3,234
ORDFOC2,ORDFOC,MU,2,,,,,0,,,,,,,,,4,62,14,16,10,14,14,20,18,24,27,10,233
SEAPEK10,SEAPEK,AA,10,3,0,3,4,24,33,52,39,12,1,11,4,2,1,1,4,4,5,9,7,1,0,3,8,,231
SYDPVG12,SYDPVG,GA,12,25,18,6,1,1,0,6,4,13,10,1,7,119,,,0,3,1,,7,7,,0,,1,230
SJCPVG3,SJCPVG,AA,3,1,5,10,7,5,0,6,8,6,12,7,6,9,16,19,16,16,6,8,13,5,22,20,5,0,228
JFKPVG14,JFKPVG,EY,14,9,7,0,3,1,6,75,2,,0,1,2,0,0,0,3,3,5,78,7,9,,10,6,1,228
SYDWUH6,SYDWUH,QF,6,23,13,16,9,3,12,5,9,8,1,7,8,20,4,4,3,17,25,2,11,4,8,7,5,3,227
ORDXMN2,ORDXMN,MU,2,,,,,,,,,,,,,,0,76,15,20,20,20,9,12,30,11,9,4,226
HNDDLC3,HNDDLC,CA,3,18,13,16,1,3,6,34,4,1,4,8,5,17,1,3,4,4,12,25,10,5,13,11,3,4,225
SFODLC5,SFODLC,CZ,5,10,6,3,1,2,9,5,20,19,4,12,10,15,9,6,4,10,15,34,9,5,6,2,5,3,224
IADPEK5,IADPEK,DL,5,19,14,4,13,15,9,5,8,8,1,3,11,4,13,28,7,7,12,11,8,6,6,7,3,2,224
HNDSHE4,HNDSHE,GS,4,,,,,,,,2,8,,3,15,25,14,2,23,16,13,20,26,54,,,,,221
KIXDLC5,KIXDLC,KE,5,12,10,25,22,11,15,9,13,12,10,17,2,2,9,5,1,4,2,4,4,17,5,5,1,3,220
LAXWUH6,LAXWUH,DL,6,0,,,,,7,12,1,4,13,23,25,12,17,22,12,5,2,4,4,5,5,13,18,12,216
KIXFOC5,KIXFOC,CA,5,51,7,16,25,43,37,9,10,2,1,0,0,0,0,,,,,0,,2,,4,4,4,215
SFOSHA3,SFOSHA,CX,3,0,3,1,2,6,2,15,19,8,1,4,4,9,6,5,5,20,22,22,15,6,15,6,11,8,215
YVRPVG8,YVRPVG,HU,8,,,,,15,26,20,7,22,2,8,0,3,4,20,5,17,1,0,13,4,2,16,18,11,214
HNLXMN2,HNLXMN,CA,2,0,12,1,3,0,13,19,18,3,7,15,13,4,0,2,28,22,3,12,2,8,,2,16,10,213
NRTHGH2,NRTHGH,CA,2,33,9,1,4,8,40,2,8,12,3,5,9,20,2,1,5,2,8,8,18,2,1,1,,10,212
MEXCTU1,MEXCTU,UA,1,14,3,3,3,15,14,12,11,5,6,6,4,7,3,7,5,12,16,23,10,5,18,5,3,2,212
SFOPEK12,SFOPEK,PR,12,0,,0,0,0,36,8,0,1,1,0,1,,,0,,1,68,84,3,0,2,0,6,,211
SFOFOC4,SFOFOC,CZ,4,2,0,0,1,6,9,40,13,15,5,1,1,4,1,3,3,4,11,53,6,4,3,6,9,9,209
YVRWUH6,YVRWUH,AC,6,0,3,4,3,3,3,0,0,,0,2,20,24,13,30,23,6,16,8,9,3,1,16,16,5,208
ORDWUH2,ORDWUH,HU,2,0,7,12,38,13,15,36,16,12,8,3,9,3,10,17,4,1,0,4,0,,,,,,208
HNDDLC4,HNDDLC,SC,4,,,,,,,,,,,,,,,,,,,17,74,72,,43,2,,208
KIXTAO5,KIXTAO,CA,5,2,50,9,7,19,7,7,7,8,2,1,1,6,10,2,4,2,22,6,5,12,2,12,2,,205
HNDCAN4,HNDCAN,MU,4,1,2,4,2,2,1,2,5,5,15,6,8,8,10,5,7,6,16,12,33,8,27,17,3,0,205
SEAWUH2,SEAWUH,HU,2,0,10,3,7,28,21,13,14,31,2,10,31,13,6,3,0,2,,2,7,,,,,,203
NRTCAN6,NRTCAN,CA,6,34,27,9,19,9,12,4,5,8,3,7,1,17,6,4,,0,8,9,3,4,2,5,5,1,202
HNLDLC4,HNLDLC,OZ,4,34,5,15,7,17,0,1,4,10,,5,11,5,4,3,4,4,0,11,5,3,2,12,8,31,201
HNDSHE5,HNDSHE,SC,5,,,,,,,,,,,,,,,,,,,34,26,31,,83,27,,201
IAHPEK6,IAHPEK,AC,6,13,1,7,6,0,4,0,4,0,3,2,12,12,1,2,0,2,2,1,3,9,22,43,31,20,200
SYDPVG13,SYDPVG,TG,13,25,2,0,2,0,22,2,0,0,1,4,22,87,5,0,2,0,3,4,10,3,1,2,3,0,200
IADWUH2,IADWUH,UA,2,8,3,5,20,,2,10,6,8,16,4,7,11,6,12,3,6,,12,11,10,8,22,8,2,200
LAXPVG14,LAXPVG,PR,14,0,0,,0,1,0,6,0,,,0,4,,,,2,2,59,114,5,1,,,4,,198
KIXCTU7,KIXCTU,CZ,7,7,6,39,7,2,2,6,7,30,,1,,7,0,0,2,,,0,26,35,9,8,3,,197
YVRPVG9,YVRPVG,BR,9,2,5,1,3,36,47,48,9,0,0,1,4,1,0,1,1,1,11,11,1,3,4,3,2,0,195
ORDDLC3,ORDDLC,MU,3,,,,,,,1,,,,,,,,12,29,17,15,25,9,17,10,20,30,10,195
SFOSHE4,SFOSHE,CZ,4,0,1,,3,4,29,17,6,6,2,2,2,9,2,1,5,7,12,11,27,14,10,4,8,11,193
SYDHGH7,SYDHGH,OZ,7,90,1,,,,5,4,21,,,,1,8,,,,,1,,1,,,,59,2,193
SYDTAO7,SYDTAO,QF,7,15,45,6,5,2,5,3,6,2,,4,1,3,7,17,4,10,23,4,13,14,0,2,2,,193
SYDWUH7,SYDWUH,SQ,7,28,5,5,1,2,20,2,18,0,0,1,3,22,8,4,1,1,15,25,15,4,0,0,5,8,193
LAXSHA3,LAXSHA,CX,3,17,9,3,14,4,3,12,9,6,1,6,7,2,3,1,0,7,11,20,9,10,12,9,5,12,192
YVRFOC5,YVRFOC,AC,5,6,5,5,13,8,16,15,3,1,0,6,2,2,5,2,24,15,40,9,7,7,,,0,0,191
SEACAN5,SEACAN,KE,5,4,5,3,1,19,35,21,12,5,3,0,2,2,2,7,4,3,22,26,8,2,,3,1,,190
ORDWUH3,ORDWUH,UA,3,5,10,7,8,12,7,10,4,5,5,3,9,14,5,4,1,12,7,9,10,23,8,3,7,2,190
HNDXMN4,HNDXMN,CA,4,62,36,8,8,18,8,0,,1,0,3,2,6,2,3,3,12,5,6,2,2,2,,,,189
IAHPVG5,IAHPVG,KE,5,1,8,2,15,6,13,18,8,7,3,4,8,9,2,5,14,13,6,26,11,2,3,0,5,,189
SYDCTU8,SYDCTU,TG,8,0,,,0,5,46,16,4,4,,,0,30,,4,0,1,32,17,20,9,,,,,188
HNLTAO3,HNLTAO,MU,3,11,8,6,2,4,20,8,8,5,12,8,2,10,4,6,5,3,8,10,14,11,10,9,,3,187
SYDDLC7,SYDDLC,QF,7,7,31,24,15,7,4,12,4,5,5,1,7,7,2,8,3,3,8,13,5,1,0,6,,8,186
YVRCTU7,YVRCTU,MF,7,,,,,,,,,,,,,,,,,,3,55,42,35,18,15,9,8,185
ORDCTU4,ORDCTU,CX,4,15,6,5,8,8,11,19,11,1,3,5,8,2,4,1,9,3,4,14,15,3,9,11,9,,184
SYDTAO8,SYDTAO,OZ,8,43,8,5,,1,16,2,9,,4,1,1,21,1,1,4,0,5,3,0,0,0,1,49,7,182
SJCPEK3,SJCPEK,CA,3,0,0,0,0,,,,,,0,0,,1,1,2,,,,0,38,11,17,11,73,26,180
KIXDLC6,KIXDLC,OZ,6,,0,26,41,4,1,,1,2,1,0,0,,,44,3,7,8,15,6,6,2,4,4,5,180
MEXCAN3,MEXCAN,AM,3,0,1,11,5,9,5,13,10,8,5,11,7,6,6,0,10,11,9,12,8,2,1,19,8,,177
KIXWUH3,KIXWUH,MF,3,,4,16,4,3,27,44,21,32,,2,0,5,10,0,,,,4,1,,,,,4,177
KIXXMN5,KIXXMN,SC,5,1,,,,,2,5,5,1,5,3,,,1,,,1,1,5,17,17,30,27,38,18,177
HNDWUH3,HNDWUH,CX,3,10,19,21,23,4,11,8,7,2,,,7,5,4,9,2,5,12,19,5,2,1,,,,176
KIXSHE4,KIXSHE,JD,4,,,,,,,,,,,,,,,,2,25,53,55,41,0,,,,,176
JFKPVG15,JFKPVG,UA,15,6,7,10,16,8,24,73,21,11,,,,,,,,,,,,,,,,,176
HNDDLC5,HNDDLC,GS,5,,,,,,,,4,3,1,4,3,8,4,7,21,6,8,8,5,9,40,34,11,,176
ORDSHE2,ORDSHE,UA,2,4,2,,1,3,2,1,2,2,6,4,11,20,6,11,5,7,17,6,10,20,12,15,7,1,175
ORDPVG10,ORDPVG,HU,10,3,5,0,1,3,18,63,15,17,13,8,9,0,1,1,2,3,3,4,2,0,0,3,,,174
IADPEK6,IADPEK,SU,6,6,4,,0,4,9,17,,0,,2,3,1,,,4,6,27,74,6,0,,1,8,,172
NRTCTU6,NRTCTU,MF,6,,,,,,,29,7,5,,,,,3,5,7,5,31,61,0,18,,,,,171
SYDSHE7,SYDSHE,3U,7,24,18,9,10,11,15,7,10,5,5,7,8,4,7,2,0,6,3,1,6,,2,5,4,0,169
SFOCAN7,SFOCAN,KE,7,0,4,10,14,3,10,10,3,2,2,3,1,4,2,1,12,11,28,37,8,0,1,0,1,,167
NGOTAO4,NGOTAO,CA,4,14,19,6,28,42,2,,14,7,5,1,0,,0,1,,3,15,4,,0,5,,,,166
SJCPEK4,SJCPEK,AA,4,2,0,0,3,5,2,1,2,6,4,3,10,10,4,10,2,6,21,13,26,28,4,2,,0,164
HNDWUH4,HNDWUH,CZ,4,,0,,,,,,,1,4,7,9,36,9,12,3,5,8,9,5,21,1,,12,20,162
KIXWUH4,KIXWUH,CZ,4,5,,13,5,2,10,13,2,1,4,3,0,3,5,17,0,0,5,20,4,25,2,3,16,4,162
MEXCTU2,MEXCTU,AM,2,2,0,1,0,1,5,5,2,8,1,6,14,10,3,7,5,10,11,13,9,22,9,7,5,0,156
SEACTU3,SEACTU,DL,3,7,4,1,3,8,7,8,8,5,3,9,14,17,11,2,0,8,4,11,9,4,5,5,3,0,156
HNLTAO4,HNLTAO,OZ,4,45,13,2,12,6,3,6,3,1,1,2,1,19,0,0,3,4,6,7,8,0,2,3,6,2,155
SYDXMN6,SYDXMN,PR,6,28,7,,,5,41,7,11,0,,0,0,5,1,1,2,2,37,3,4,0,,0,0,1,155
LAXSHA4,LAXSHA,AA,4,,,,,,,,,,,,,22,,,5,4,3,9,2,45,5,14,35,10,154
SEAWUH3,SEAWUH,KE,3,3,,0,3,1,6,35,17,1,1,8,5,0,6,,5,5,16,24,11,1,1,0,5,,154
KIXPVG7,KIXPVG,OZ,7,1,2,0,29,20,2,1,2,0,,0,0,0,0,0,0,3,3,5,,26,2,10,39,9,154
KIXDLC7,KIXDLC,SC,7,,,,,,1,5,18,4,,,,,,,,2,0,0,71,51,,,,2,154
KIXCAN6,KIXCAN,KE,6,64,6,17,2,7,2,2,4,10,6,1,2,2,5,11,1,1,,1,,1,5,1,2,0,153
IADPVG8,IADPVG,EY,8,17,1,0,11,1,4,18,0,0,0,1,1,7,0,0,6,4,6,61,1,3,,5,2,3,152
HNDWUH5,HNDWUH,KA,5,,0,23,10,13,11,15,3,14,1,4,1,1,3,8,6,3,8,5,5,18,,,0,,152
KIXSHA1,KIXSHA,KE,1,3,34,22,29,13,14,6,2,6,2,2,0,2,2,6,,,3,0,,0,,0,,6,152
ORDPEK11,ORDPEK,AC,11,3,4,6,4,1,1,0,0,3,4,2,6,9,0,0,15,9,8,39,2,3,3,19,10,,151
NGODLC4,NGODLC,OZ,4,10,2,8,22,18,,8,3,3,3,4,0,,1,4,4,5,13,3,10,7,10,9,4,,151
SYDCAN10,SYDCAN,TG,10,4,0,1,0,0,47,8,7,0,0,,0,1,,4,0,1,69,1,5,3,,0,,,151
MEXPVG9,MEXPVG,LH,9,2,3,26,5,3,8,13,4,11,1,1,1,0,4,4,6,1,17,6,13,13,1,5,2,,150
LAXDLC6,LAXDLC,DL,6,,0,0,0,0,0,4,0,2,1,11,9,18,30,9,15,1,2,7,3,11,3,6,2,14,148
YVRTAO7,YVRTAO,MF,7,,,,,,,,,,,,,,,,,,13,46,22,21,12,22,10,2,148
KIXWUH5,KIXWUH,CA,5,17,13,20,27,22,8,9,1,1,2,1,5,6,3,0,0,0,2,2,4,2,0,0,2,0,147
YVRPVG10,YVRPVG,AA,10,0,1,5,2,2,0,4,1,3,,5,5,1,2,7,13,13,5,19,6,23,17,12,0,0,146
SEASHE2,SEASHE,DL,2,4,3,2,6,2,6,7,7,,,6,4,19,7,5,4,5,2,5,16,7,9,12,5,2,145
SJCFOC1,SJCFOC,HU,1,,,,,,8,4,2,4,9,10,7,7,6,5,2,4,27,14,11,9,3,6,4,3,145
HNDHGH1,HNDHGH,CA,1,18,5,1,1,2,11,10,3,9,0,10,3,5,6,17,4,10,5,1,9,3,3,3,4,,143
LAXCTU8,LAXCTU,DL,8,,,,,,,7,1,7,8,10,16,18,5,14,19,4,2,2,14,1,7,3,5,,143
IAHPEK7,IAHPEK,HU,7,5,0,4,9,2,4,3,1,3,1,,,,5,4,18,19,11,12,8,9,2,10,4,9,143
HNDXMN5,HNDXMN,MU,5,14,14,10,6,1,9,9,6,2,6,13,,5,0,1,2,2,3,11,5,10,7,2,3,2,143
SYDSHA5,SYDSHA,QF,5,12,2,3,,3,1,8,7,0,,,0,,,13,0,1,5,17,28,18,5,5,11,3,142
JFKPEK13,JFKPEK,UA,13,13,2,4,24,13,2,17,21,39,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,142
ORDHGH1,ORDHGH,OZ,1,,,,,,,,,2,5,12,20,0,6,1,4,2,24,42,7,5,3,2,4,1,140
JFKPEK14,JFKPEK,LH,14,0,0,0,1,1,1,10,0,,,78,31,1,,1,1,1,2,3,2,0,,2,2,,137
MEXWUH1,MEXWUH,AM,1,2,2,1,0,1,2,5,9,4,5,5,10,13,3,9,7,11,5,15,5,5,3,7,6,1,136
KIXSHE5,KIXSHE,CA,5,66,17,4,6,3,1,0,0,1,2,11,6,2,3,0,0,1,1,1,0,0,2,4,2,3,136
IADDLC2,IADDLC,KE,2,2,0,17,2,1,4,7,0,,0,2,5,3,23,5,2,5,6,25,0,11,1,2,11,0,134
SYDPVG14,SYDPVG,PR,14,31,1,,0,,49,3,2,6,0,0,0,0,0,0,,1,36,,3,2,,,,,134
HNDWUH6,HNDWUH,GS,6,,,,,,,,,2,,4,2,29,8,4,6,4,1,1,6,12,16,20,17,2,134
YVRPVG11,YVRPVG,CA,11,15,2,1,5,5,2,2,2,3,0,12,11,8,5,,0,13,11,5,1,6,2,7,6,9,133
YVRSHE5,YVRSHE,AC,5,0,,,1,2,0,0,,,0,10,9,10,3,20,4,11,14,10,6,5,,16,7,2,130
NRTCAN7,NRTCAN,KE,7,29,9,13,3,7,10,8,14,9,1,0,2,11,0,0,0,3,1,2,2,,2,3,,1,130
HNDHGH2,HNDHGH,OZ,2,,4,1,,,,4,5,2,0,,,,,2,,,3,11,13,5,4,12,21,43,130
HNDHGH3,HNDHGH,CX,3,3,5,10,9,11,4,13,3,1,0,,0,,3,1,6,6,12,7,6,18,2,2,7,,129
JFKPEK15,JFKPEK,AY,15,,,0,15,16,0,0,0,3,0,25,1,0,2,1,13,26,5,4,,,3,14,,,128
ORDHGH2,ORDHGH,CX,2,1,10,2,1,2,11,4,17,4,4,3,8,3,4,4,11,3,8,4,12,3,5,1,2,1,128
JFKCAN9,JFKCAN,EK,9,0,0,0,11,0,48,9,0,0,,15,2,0,0,0,5,12,2,14,2,,0,1,6,1,128
KIXWUH6,KIXWUH,KE,6,28,14,1,0,1,2,0,8,33,,,0,30,0,0,1,,5,,0,,0,,4,1,128
ORDPEK12,ORDPEK,LX,12,,,,29,5,1,22,0,0,,19,37,,,0,5,2,1,7,,,0,0,0,,128
SYDFOC6,SYDFOC,CA,6,3,2,3,4,1,1,14,11,1,9,1,14,22,14,2,7,,,0,,1,12,2,3,0,127
YVRHGH5,YVRHGH,MF,5,,,,,,,,,,,,,,,,,,2,25,26,26,5,14,13,16,127
SFOSHA4,SFOSHA,UA,4,28,6,0,6,3,,2,3,5,0,0,5,4,0,1,1,2,2,5,4,10,1,9,8,22,127
IAHHGH2,IAHHGH,UA,2,,,,,,,0,,,,,,,,,,,14,6,21,13,19,6,47,,126
JFKPEK16,JFKPEK,TK,16,0,0,2,3,8,4,9,1,0,1,1,1,2,0,,,1,5,43,16,1,2,12,8,5,125
SYDXMN7,SYDXMN,QF,7,13,18,11,4,9,2,10,4,7,2,2,2,5,0,0,,7,5,,1,11,1,2,1,7,124
ORDCAN7,ORDCAN,QR,7,12,22,6,6,3,10,19,9,0,0,0,1,2,0,,1,0,2,26,1,0,0,1,3,,124
HNDDLC6,HNDDLC,OZ,6,1,0,1,,,,1,,20,,,,,0,0,1,0,12,22,1,16,7,9,8,24,123
SEAHGH1,SEAHGH,UA,1,,,,,,,,,,,,,,,,,,6,19,8,16,30,5,23,12,119
HNLFOC2,HNLFOC,CA,2,,9,,6,,4,11,0,5,6,2,3,13,4,1,27,4,8,2,1,5,1,2,4,0,118
LAXDLC7,LAXDLC,CX,7,0,0,4,0,1,0,1,,2,,4,,,,0,6,24,19,11,15,16,1,8,3,3,118
LAXCAN9,LAXCAN,PR,9,2,2,,0,0,1,13,,,,,,,,0,,0,25,14,0,,0,0,61,,118
NGOCAN4,NGOCAN,OZ,4,1,2,3,0,3,,12,1,0,1,1,0,1,1,3,3,2,5,22,4,7,8,7,19,11,117
JFKPVG16,JFKPVG,AF,16,2,1,2,4,7,6,11,3,1,1,15,20,2,5,2,2,2,8,2,1,1,1,8,9,,116
HNLXMN3,HNLXMN,MU,3,11,0,0,1,2,2,2,1,2,1,17,4,7,,3,1,7,12,10,15,1,14,3,0,,116
IAHPVG6,IAHPVG,AC,6,9,,2,6,2,1,1,4,14,2,0,2,1,0,2,2,1,1,15,7,14,3,7,9,10,115
HNDCAN5,HNDCAN,CA,5,26,7,8,1,1,9,0,,1,1,2,8,16,5,8,1,,6,1,11,0,0,2,,1,115
IADSHE2,IADSHE,UA,2,2,3,,0,,,0,1,1,1,7,6,18,7,4,13,6,7,5,9,11,2,7,5,,115
NRTPVG6,NRTPVG,CZ,6,63,13,6,1,1,5,,3,5,,,0,2,,0,,0,,0,3,2,,1,8,1,114
SJCPVG4,SJCPVG,HU,4,,,,,3,8,7,3,6,2,3,4,3,3,5,1,7,15,5,1,8,4,11,9,6,114
JFKPEK17,JFKPEK,AC,17,57,7,3,4,2,4,3,4,11,0,0,4,7,2,0,0,,2,,,0,2,,1,,113
NGOSHE4,NGOSHE,CA,4,8,35,9,9,4,1,5,2,1,5,3,2,4,0,1,0,2,5,6,3,1,4,1,1,1,113
IADPVG9,IADPVG,SU,9,1,1,,9,6,5,14,,0,,,,1,,2,1,16,24,27,4,,,1,1,,113
HNDWUH7,HNDWUH,FM,7,0,0,1,,,2,2,,0,,0,,0,4,9,3,9,11,32,6,9,10,4,9,1,112
YVRCAN6,YVRCAN,JD,6,,,,,,,,,,,,,,,,,,,,,,,11,90,11,112
HNLHGH2,HNLHGH,OZ,2,5,4,3,7,6,8,1,19,1,,1,0,4,1,2,2,2,8,14,3,1,0,,15,5,112
SEAXMN2,SEAXMN,KE,2,6,3,0,0,6,12,24,30,0,0,1,3,1,0,2,1,7,1,4,5,0,0,0,1,2,109
JFKPVG17,JFKPVG,LH,17,2,0,,1,0,3,34,1,0,,41,15,,0,,0,,1,3,1,0,,6,1,,109
NRTCAN8,NRTCAN,VN,8,11,2,0,5,0,9,,1,3,2,7,13,31,9,5,3,0,7,,,0,1,,,,109
SYDWUH8,SYDWUH,3U,8,6,7,5,7,4,11,7,7,5,9,6,1,0,1,1,0,2,8,4,3,3,3,3,2,3,108
KIXPEK7,KIXPEK,CZ,7,31,2,10,7,1,,1,,4,4,,,4,0,4,0,0,2,1,12,20,5,,0,,108
YVRCAN7,YVRCAN,AC,7,,0,,1,0,0,3,1,0,0,5,6,8,5,1,0,3,4,3,1,1,2,38,20,5,107
HNDCTU6,HNDCTU,CZ,6,,,,,,,,,,2,38,4,5,1,0,,0,3,2,21,22,4,1,1,3,107
SEATAO4,SEATAO,HU,4,4,2,4,4,5,7,19,9,7,5,4,2,0,9,3,7,8,3,3,2,,,,,,107
HNDCAN6,HNDCAN,MF,6,,,,,,,,,,11,20,15,19,9,,,,0,0,0,,3,15,11,4,107
JFKFOC5,JFKFOC,MF,5,,,,,,,,,,,,,,,,,,,,,,,,,107,107
ORDHGH3,ORDHGH,UA,3,,4,0,4,2,5,7,1,4,4,5,4,1,,0,2,,5,9,16,15,6,6,4,3,107
SYDXMN8,SYDXMN,MU,8,10,10,3,,9,3,1,2,7,5,3,0,1,6,3,5,6,3,1,4,0,3,12,8,1,106
HNDSHA5,HNDSHA,OZ,5,7,4,8,0,10,8,7,1,5,,0,,0,,1,3,1,5,11,3,5,1,2,14,10,106
YVRDLC5,YVRDLC,AC,5,6,1,0,1,1,1,2,0,0,0,0,0,4,1,5,4,0,9,26,5,8,3,11,14,3,105
JFKDLC5,JFKDLC,CX,5,,,0,6,,0,1,0,0,,4,2,,,,19,17,10,6,15,5,0,13,5,2,105
LAXTAO7,LAXTAO,DL,7,,,2,,,2,4,1,3,4,22,15,4,5,6,2,8,1,1,1,2,0,4,15,3,105
HNDHGH4,HNDHGH,KA,4,,,32,7,3,3,0,9,5,1,,1,0,,4,1,9,0,,6,23,,1,,,105
NGOCAN5,NGOCAN,KE,5,3,1,11,2,6,3,3,5,5,8,1,0,1,2,3,3,3,27,2,2,7,,3,3,1,105
LAXPEK14,LAXPEK,BR,14,1,1,2,1,1,9,32,5,1,,,2,2,1,0,1,2,15,15,2,1,1,,8,0,103
ORDCTU5,ORDCTU,EY,5,2,,,0,1,3,23,,,,,0,,,,0,0,6,65,,,,,2,,102
SFOCAN8,SFOCAN,BR,8,2,0,0,5,2,17,36,2,0,0,0,1,0,,0,0,,13,10,0,1,,3,7,1,100
NGOCTU3,NGOCTU,CX,3,2,3,12,14,6,13,3,6,3,7,3,5,1,3,2,3,4,1,4,2,1,0,,2,,100
YVRDLC6,YVRDLC,CX,6,6,1,1,2,3,9,7,3,2,1,1,2,2,3,0,1,11,6,17,7,4,0,7,4,0,100
