row,id,money,sort,scholarship
322,1012,4.340278,hall,1
323,1013,4.340278,hall,1
324,1016,8.5,hall,0
325,1017,9.8,hall,0
326,1020,9.4,hall,0
327,1021,9.8,hall,0
328,1024,9,hall,0
329,1025,9,hall,0
330,1030,9.8,hall,0
331,1031,7,hall,0
332,1036,4.677855,hall,1
333,1037,4.62963,hall,1
334,1040,4.340278,hall,1
335,1041,4.72608,hall,1
336,1050,4.340278,hall,1
337,1051,9.4,hall,0
338,1054,9.6,hall,0
339,1055,9.6,hall,0
340,1070,9.9,hall,0
341,1071,9.9,hall,0
342,1082,9.5,hall,0
343,1083,8.8,hall,0
344,1084,9.6,hall,0
345,1085,9.2,hall,0
346,1098,9,hall,0
347,1099,9,hall,0
348,1102,9.6,hall,0
349,1103,9.6,hall,0
350,1108,9.8,hall,0
351,1109,9,hall,0
352,1110,9.7,hall,0
353,1111,9.6,hall,0
354,1118,9.8,hall,0
355,1119,9,hall,0
356,1124,4.62963,hall,1
357,1125,4.72608,hall,1
358,1132,4.147377,hall,1
359,1133,4.282407,hall,1
360,1136,8.6,hall,0
361,1137,9.6,hall,0
362,1138,4.677855,hall,1
363,1139,4.581404,hall,1
364,1142,9,hall,0
365,1143,9.5,hall,0
366,1154,8.8,hall,0
367,1155,6.5,hall,0
368,1170,9,hall,0
369,1171,9.8,hall,0
370,1172,9.5,hall,0
371,1173,9.5,hall,0
372,1174,9.1,hall,0
373,1175,9.6,hall,0
374,1182,9,hall,0
375,1183,4.72608,hall,1
376,1184,9.5,hall,0
377,1185,9.7,hall,0
378,1186,9.6,hall,0
379,1187,9.7,hall,0
380,1192,9.3,hall,0
381,1193,9,hall,0
382,1196,4.72608,hall,1
383,1197,4.72608,hall,1
384,1200,9.8,hall,0
385,1201,9.2,hall,0
386,1202,4.340278,hall,1
387,1203,4.581404,hall,1
388,1218,9.8,hall,0
389,1219,9.6,hall,0
390,1222,9.9,hall,0
391,1223,9.6,hall,0
392,1226,9.5,hall,0
393,1227,9.5,hall,0
394,1228,9.7,hall,0
395,1229,9.9,hall,0
396,1236,9.6,hall,0
397,1237,9,hall,0
398,1242,9.8,hall,0
399,1243,9.7,hall,0
400,1248,9.88,hall,0
401,1249,9.6,hall,0
402,1254,9.6,hall,0
403,1255,9,hall,0
404,1258,4.72608,hall,1
405,1259,9.6,hall,0
406,1260,4.62963,hall,1
407,1261,4.340278,hall,1
408,1264,9.6,hall,0
409,1265,9.5,hall,0
410,1266,9.7,hall,0
411,1267,9.8,hall,0
412,1278,9.4,hall,0
413,1279,9,hall,0
414,1286,9.9,hall,0
415,1287,9.6,hall,0
416,1294,4.581404,hall,1
417,1295,4.677855,hall,1
418,1296,4.72608,hall,1
419,1297,4.72608,hall,1
420,1300,8.5,hall,0
421,1301,9.7,hall,0
422,1302,8.6,hall,0
423,1303,9.5,hall,0
424,1308,9.8,hall,0
425,1309,9.8,hall,0
426,1312,4.533179,hall,1
427,1313,3.858025,hall,1
428,1328,9.6,hall,0
429,1329,9.8,hall,0
430,1330,9.7,hall,0
431,1331,9.8,hall,0
432,1332,8.6,hall,0
433,1333,9,hall,0
434,1334,7.1,hall,0
435,1335,4.340278,hall,1
436,1338,9,hall,0
437,1339,9.8,hall,0
438,1342,9,hall,0
439,1343,8.6,hall,0
440,1348,9.6,hall,0
441,1349,8,hall,0
442,1360,9.6,hall,0
443,1361,9,hall,0
444,1366,9.8,hall,0
445,1367,9.5,hall,0
446,1378,9.2,hall,0
447,1379,9.48,hall,0
448,1382,9,hall,0
449,1383,4.624807,hall,1
450,1384,9.9,hall,0
451,1385,9.8,hall,0
452,1386,4.581404,hall,1
453,1387,4.340278,hall,1
454,1394,9.6,hall,0
455,1395,9.4,hall,0
456,1406,9.6,hall,0
457,1407,9.6,hall,0
458,1408,8.6,hall,0
459,1409,8.6,hall,0
460,1410,4.62963,hall,1
461,1411,4.62963,hall,1
462,1416,4.774306,hall,1
463,1417,4.62963,hall,1
464,1426,9.5,hall,0
465,1427,9,hall,0
466,1430,9,hall,0
467,1431,3.858025,hall,1
468,1438,9.5,hall,0
469,1439,4.581404,hall,1
470,1454,9,hall,0
471,1455,9.6,hall,0
472,1470,9.6,hall,0
473,1471,9.8,hall,0
474,1474,9.6,hall,0
475,1475,9.11,hall,0
476,1498,4.340278,hall,1
477,1499,8.6,hall,0
478,1500,4.72608,hall,1
479,1501,4.62963,hall,1
480,1502,9.9,hall,0
481,1503,9.8,hall,0
482,1506,4.147377,hall,1
483,1507,4.340278,hall,1
484,1512,3.90625,hall,1
485,1513,4.581404,hall,1
486,1514,4.147377,hall,1
487,1515,3.665123,hall,1
488,1522,9,hall,0
489,1523,9,hall,0
490,1528,4.002701,hall,1
491,1529,4.412616,hall,1
492,1530,4.147377,hall,1
493,1531,3.954475,hall,1
494,1536,9.5,hall,0
495,1537,9.9,hall,0
496,1538,9.4,hall,0
497,1539,9,hall,0
498,1540,9.6,hall,0
499,1541,9.9,hall,0
500,1542,8.6,hall,0
501,1543,9,hall,0
502,1550,8.6,hall,0
503,1551,9.7,hall,0
504,1556,4.72608,hall,1
505,1557,4.62963,hall,1
506,1562,9.8,hall,0
507,1563,9.7,hall,0
508,1582,9.5,hall,0
509,1583,4.634452,hall,1
510,1584,4.340278,hall,1
511,1585,4.340278,hall,1
512,1590,9.5,hall,0
513,1591,9,hall,0
514,1594,9,hall,0
515,1595,9,hall,0
516,1598,9.6,hall,0
517,1599,9.5,hall,0
518,1602,9.5,hall,0
519,1603,9.5,hall,0
520,1604,9.7,hall,0
521,1605,9,hall,0
522,1610,9,hall,0
523,1611,9.3,hall,0
524,1612,9.8,hall,0
525,1613,8,hall,0
526,1614,4.340278,hall,1
527,1615,9,hall,0
528,1620,4.62963,hall,1
529,1621,4.436728,hall,1
530,1622,9.9,hall,0
531,1623,9.2,hall,0
532,1626,8.6,hall,0
533,1627,8.6,hall,0
534,1630,9.9,hall,0
535,1631,9,hall,0
536,1632,4.147377,hall,1
537,1633,9,hall,0
538,1642,9.6,hall,0
539,1643,9.8,hall,0
540,1648,9.5,hall,0
541,1649,9.8,hall,0
542,1650,9,hall,0
543,1651,4.484954,hall,1
544,1652,9.6,hall,0
545,1653,9.1,hall,0
546,1654,9.9,hall,0
547,1655,9.8,hall,0
548,1656,9,hall,0
549,1657,9.5,hall,0
550,1670,9.1,hall,0
551,1671,9.7,hall,0
552,1672,9.6,hall,0
553,1673,9.1,hall,0
554,1676,9,hall,0
555,1677,9.6,hall,0
556,1678,9,hall,0
557,1679,9.9,hall,0
558,1680,3.665123,hall,1
559,1681,4.340278,hall,1
560,1684,4.388503,hall,1
561,1685,4.581404,hall,1
562,1688,9.7,hall,0
563,1689,9.5,hall,0
564,1694,9.8,hall,0
565,1695,9.7,hall,0
566,1698,9.7,hall,0
567,1699,9.7,hall,0
568,1712,9.6,hall,0
569,1713,9,hall,0
570,1716,9,hall,0
571,1717,4.484954,hall,1
572,1722,9.9,hall,0
573,1723,9.7,hall,0
574,1730,9.6,hall,0
575,1731,9.1,hall,0
576,1746,9.1,hall,0
577,1747,9.9,hall,0
578,1750,4.774306,hall,1
579,1751,4.340278,hall,1
580,1752,9.6,hall,0
581,1753,9,hall,0
582,1770,4.72608,hall,1
583,1771,4.581404,hall,1
584,1782,9.7,hall,0
585,1783,9.8,hall,0
586,1794,9.8,hall,0
587,1795,9.7,hall,0
588,1802,9,hall,0
589,1803,9.7,hall,0
590,1806,4.002701,hall,1
591,1807,4.533179,hall,1
592,1812,9.3,hall,0
593,1813,8.8,hall,0
594,1832,8.6,hall,0
595,1833,9.2,hall,0
596,1834,4.76466,hall,1
597,1835,4.340278,hall,1
598,1840,9.9,hall,0
599,1841,9.6,hall,0
600,1842,9.5,hall,0
601,1843,4.62963,hall,1
602,1848,9.6,hall,0
603,1849,9.6,hall,0
604,1850,9.8,hall,0
605,1851,9.5,hall,0
606,1870,9.2,hall,0
607,1871,9,hall,0
608,1872,9,hall,0
609,1873,9.6,hall,0
610,1874,4.340278,hall,1
611,1875,9,hall,0
612,1884,9.5,hall,0
613,1885,4.581404,hall,1
614,1888,9.9,hall,0
615,1889,4.581404,hall,1
616,1902,4.436728,hall,1
617,1903,9.5,hall,0
618,1906,9.6,hall,0
619,1907,9.7,hall,0
620,1918,8.6,hall,0
621,1919,8.8,hall,0
622,1924,9,hall,0
623,1925,4.581404,hall,1
624,1932,9.7,hall,0
625,1933,9.5,hall,0
626,1950,9,hall,0
627,1951,9,hall,0
628,1956,9.8,hall,0
629,1957,9.6,hall,0
630,1968,3.858025,hall,1
631,1969,4.774306,hall,1
632,1970,9.8,hall,0
633,1971,9,hall,0
634,1980,8.6,hall,0
635,1981,9.2,hall,0
636,1982,9.8,hall,0
637,1983,9.8,hall,0
638,1984,4.72608,hall,1
639,1985,4.62963,hall,1
640,1986,8.6,hall,0
641,1987,7.8,hall,0
642,1990,4.340278,hall,1
643,1991,3.858025,hall,1
644,2002,9.8,hall,0
645,2003,9,hall,0
646,2014,9.9,hall,0
647,2015,9.3,hall,0
648,2024,9.9,hall,0
649,2025,9.5,hall,0
650,2026,4.484954,hall,1
651,2027,9.8,hall,0
652,2036,9.3,hall,0
653,2037,4.72608,hall,1
654,2038,4.62963,hall,1
655,2039,3.858025,hall,1
656,2044,4.677855,hall,1
657,2045,4.581404,hall,1
658,2060,4.581404,hall,1
659,2061,4.581404,hall,1
660,2062,4.581404,hall,1
661,2063,4.72608,hall,1
662,2064,9.7,hall,0
663,2065,9.7,hall,0
664,2066,9.8,hall,0
665,2067,9,hall,0
666,2068,4.62963,hall,1
667,2069,9.8,hall,0
668,2072,9.5,hall,0
669,2073,4.340278,hall,1
670,2078,9.9,hall,0
671,2079,9,hall,0
672,2088,9.9,hall,0
673,2089,9,hall,0
674,2090,9.8,hall,0
675,2091,9.8,hall,0
676,2092,4.340278,hall,1
677,2093,4.533179,hall,1
678,2100,8.6,hall,0
679,2101,9,hall,0
680,2102,4.72608,hall,1
681,2103,9.7,hall,0
682,2110,9.6,hall,0
683,2111,7,hall,0
684,2112,9.9,hall,0
685,2113,9.6,hall,0
686,2122,9.6,hall,0
687,2123,9.7,hall,0
688,2124,3.954475,hall,1
689,2125,4.62963,hall,1
690,2132,9.6,hall,0
691,2133,9.7,hall,0
692,2134,4.72608,hall,1
693,2135,4.62963,hall,1
694,2142,9.6,hall,0
695,2143,9.8,hall,0
696,2144,4.340278,hall,1
697,2145,4.581404,hall,1
698,2148,3.858025,hall,1
699,2149,4.774306,hall,1
700,2162,4.72608,hall,1
701,2163,4.72608,hall,1
702,2170,9.8,hall,0
703,2171,9.6,hall,0
704,2184,4.677855,hall,1
705,2185,4.436728,hall,1
706,2190,9.5,hall,0
707,2191,9,hall,0
708,2192,9.6,hall,0
709,2193,9.5,hall,0
710,2198,4.62963,hall,1
711,2199,4.62963,hall,1
712,2208,9.8,hall,0
713,2209,9,hall,0
714,2218,9.3,hall,0
715,2219,9.8,hall,0
716,2222,9.6,hall,0
717,2232,8.1,hall,0
718,2233,9.93,hall,0
719,2234,9.1,hall,0
720,2235,9,hall,0
721,2244,9.8,hall,0
722,2245,4.72608,hall,1
723,2250,9.2,hall,0
724,2251,9.5,hall,0
725,2252,9,hall,0
726,2253,9.1,hall,0
727,2256,4.740548,hall,1
728,2257,9.8,hall,0
729,2268,9,hall,0
730,2269,9.4,hall,0
731,2270,9.9,hall,0
732,2271,8,hall,0
733,2274,4.436728,hall,1
734,2275,4.340278,hall,1
735,2278,3.858025,hall,1
736,2279,4.147377,hall,1
737,2280,9.5,hall,0
738,2281,9.5,hall,0
739,2284,4.581404,hall,1
740,2285,4.436728,hall,1
741,2286,8.8,hall,0
742,2287,7.6,hall,0
743,2292,9.1,hall,0
744,2293,9,hall,0
745,2294,9.9,hall,0
746,2295,9,hall,0
747,2296,9.5,hall,0
748,2297,9.4,hall,0
749,2302,9.9,hall,0
750,2303,8.6,hall,0
751,2304,4.62963,hall,1
752,2305,4.774306,hall,1
753,2306,9.8,hall,0
754,2307,9.5,hall,0
755,2308,9.8,hall,0
756,2309,9.6,hall,0
757,2316,4.436728,hall,1
758,2317,4.340278,hall,1
759,2320,4.72608,hall,1
760,2321,4.340278,hall,1
761,2322,9.1,hall,0
762,2323,9,hall,0
763,2332,9.1,hall,0
764,2333,9,hall,0
765,2334,4.581404,hall,1
766,2335,4.340278,hall,1
767,2340,9.4,hall,0
768,2341,9.5,hall,0
769,2350,9.9,hall,0
770,2351,9.5,hall,0
771,2356,9.5,hall,0
772,2357,9,hall,0
773,2364,4.677855,hall,1
774,2365,4.484954,hall,1
775,2370,4.62963,hall,1
776,2371,4.340278,hall,1
777,2388,9.8,hall,0
778,2389,9.9,hall,0
779,2392,9,hall,0
780,2393,9.6,hall,0
781,2396,9,hall,0
782,2397,9.5,hall,0
783,2400,9,hall,0
784,2401,9,hall,0
785,2416,9,hall,0
786,2417,9,hall,0
787,2418,4.62963,hall,1
788,2419,4.147377,hall,1
789,2422,9.45,hall,0
790,2423,9.8,hall,0
791,2428,9.6,hall,0
792,2429,9.6,hall,0
793,2430,9.6,hall,0
794,2431,9.5,hall,0
795,2434,9.9,hall,0
796,2435,9.6,hall,0
797,2440,9.8,hall,0
798,2441,9.5,hall,0
799,2452,9.5,hall,0
800,2453,9.4,hall,0
801,2458,9,hall,0
802,2459,4.340278,hall,1
803,2468,8.2,hall,0
804,2469,9,hall,0
805,2472,4.62963,hall,1
806,2473,4.533179,hall,1
807,2474,8.7,hall,0
808,2475,9.6,hall,0
809,2476,4.62963,hall,1
810,2477,4.62963,hall,1
811,2480,9.6,hall,0
812,2481,9.6,hall,0
813,2484,4.774306,hall,1
814,2485,4.340278,hall,1
815,2504,4.62963,hall,1
816,2505,4.340278,hall,1
817,2518,4.243827,hall,1
818,2519,9.34,hall,0
819,2520,8.9,hall,0
820,2521,4.72608,hall,1
821,2522,8.6,hall,0
822,2523,8.5,hall,0
823,2524,8.6,hall,0
824,2525,9.6,hall,0
825,2530,9.9,hall,0
826,2531,9.8,hall,0
827,2538,7.6,hall,0
828,2539,5.6,hall,0
829,2542,4.774306,hall,1
830,2543,4.72608,hall,1
831,2552,9.8,hall,0
832,2553,9.8,hall,0
833,2558,9.7,hall,0
834,2559,8.2,hall,0
835,2578,9.6,hall,0
836,2579,9.6,hall,0
837,2586,8.6,hall,0
838,2587,9.7,hall,0
839,2594,9.6,hall,0
840,2595,9.8,hall,0
841,2604,9.8,hall,0
842,2605,9.6,hall,0
843,2614,9.6,hall,0
844,2615,9,hall,0
845,2616,9.1,hall,0
846,2617,9.9,hall,0
847,2630,4.62963,hall,1
848,2631,4.340278,hall,1
849,2638,9,hall,0
850,2639,4.340278,hall,1
851,2660,4.388503,hall,1
852,2661,4.340278,hall,1
853,2664,9.8,hall,0
854,2665,9,hall,0
855,2666,9.6,hall,0
856,2667,9.6,hall,0
857,2668,9.8,hall,0
858,2669,9.6,hall,0
859,2676,9.9,hall,0
860,2677,9.8,hall,0
861,2688,4.62963,hall,1
862,2689,4.774306,hall,1
863,2692,9.9,hall,0
864,2693,9.63,hall,0
865,2694,4.62963,hall,1
866,2695,4.774306,hall,1
867,2704,4.340278,hall,1
868,2705,4.427083,hall,1
869,2710,6.6,hall,0
870,2711,3.858025,hall,1
871,2718,9,hall,0
872,2719,9,hall,0
873,2728,9.6,hall,0
874,2729,9.75,hall,0
875,2734,4.62963,hall,1
876,2735,8.8,hall,0
877,2740,4.243827,hall,1
878,2741,4.62963,hall,1
879,2742,8.8,hall,0
880,2743,9,hall,0
881,2746,9.8,hall,0
882,2747,9.5,hall,0
883,2756,9.8,hall,0
884,2757,9.6,hall,0
885,2758,4.340278,hall,1
886,2759,4.581404,hall,1
887,2760,9.9,hall,0
888,2761,9.5,hall,0
889,2774,3.134645,hall,1
890,2775,2.893519,hall,1
891,2780,9.6,hall,0
892,2781,7.22,hall,0
893,2790,9.9,hall,0
894,2791,9.8,hall,0
895,2806,9.8,hall,0
896,2807,9,hall,0
897,2812,3.858025,hall,1
898,2813,9,hall,0
899,2814,9,hall,0
900,2815,9.6,hall,0
901,2816,9,hall,0
902,2817,8,hall,0
903,2824,8.8,hall,0
904,2825,7.04,hall,0
905,2828,9.9,hall,0
906,2829,4.581404,hall,1
907,2832,9.6,hall,0
908,2833,9.5,hall,0
909,2834,9.5,hall,0
910,2835,9.66,hall,0
911,2836,9.8,hall,0
912,2837,9.5,hall,0
913,2846,4.340278,hall,1
914,2847,4.677855,hall,1
915,2854,9.6,hall,0
916,2855,9,hall,0
917,2860,9,hall,0
918,2861,8,hall,0
919,2862,4.72608,hall,1
920,2863,4.581404,hall,1
921,2866,9.6,hall,0
922,2867,9.6,hall,0
923,2868,4.147377,hall,1
924,2869,4.340278,hall,1
925,2870,9.9,hall,0
926,2871,9.8,hall,0
927,2874,9.8,hall,0
928,2875,9.3,hall,0
929,2876,9.6,hall,0
930,2877,9.5,hall,0
931,2880,9,hall,0
932,2881,8,hall,0
933,2882,8.8,hall,0
934,2883,9.3,hall,0
935,2884,9.9,hall,0
936,2885,9,hall,0
937,2888,9.1,hall,0
938,2889,8.5,hall,0
939,2896,9.6,hall,0
940,2897,9.6,hall,0
941,2898,9.9,hall,0
942,2899,9,hall,0
943,2902,9.5,hall,0
944,2903,9.6,hall,0
945,2908,9.9,hall,0
946,2909,9.9,hall,0
947,2910,9.8,hall,0
948,2911,9.8,hall,0
949,2912,9.8,hall,0
950,2913,9.5,hall,0
951,2916,9.7,hall,0
952,2917,9,hall,0
953,2922,9.9,hall,0
954,2923,9.6,hall,0
955,2924,9.8,hall,0
956,2925,4.62963,hall,1
957,2928,9.8,hall,0
958,2929,9,hall,0
959,2932,9.6,hall,0
960,2933,9.6,hall,0
961,2934,4.72608,hall,1
962,2935,9.6,hall,0
963,2946,4.484954,hall,1
964,2947,4.62963,hall,1
965,2960,3.858025,hall,1
966,2961,3.858025,hall,1
967,2968,8.6,hall,0
968,2969,8.5,hall,0
969,2978,9.9,hall,0
970,2979,9.66,hall,0
971,2980,9.4,hall,0
972,2981,9,hall,0
973,2994,4.388503,hall,1
974,2995,4.340278,hall,1
975,2998,4.62963,hall,1
976,2999,9,hall,0
977,3002,9.5,hall,0
978,3003,9.3,hall,0
979,3004,4.581404,hall,1
980,3005,3.858025,hall,1
981,3010,9.8,hall,0
982,3011,9,hall,0
983,3016,4.72608,hall,1
984,3017,4.185957,hall,1
985,3020,9.8,hall,0
986,3021,9,hall,0
987,3024,9.6,hall,0
988,3025,9.9,hall,0
989,3026,9,hall,0
990,3027,9.8,hall,0
991,3028,4.099151,hall,1
992,3029,4.388503,hall,1
993,3032,9.6,hall,0
994,3038,9.2,hall,0
995,3039,9.5,hall,0
996,3040,4.147377,hall,1
997,3041,3.858025,hall,1
998,3042,9.1,hall,0
999,3043,9.6,hall,0
1000,3046,4.677855,hall,1
1001,3047,9.5,hall,0
1002,3056,9.6,hall,0
1003,3057,9.4,hall,0
1004,3070,8.7,hall,0
1005,3071,8,hall,0
1006,3078,9.75,hall,0
1007,3079,9.6,hall,0
1008,3084,9,hall,0
1009,3085,9,hall,0
1010,3090,4.72608,hall,1
1011,3091,4.340278,hall,1
1012,3092,4.62963,hall,1
1013,3093,4.147377,hall,1
1014,3100,9.5,hall,0
1015,3101,9,hall,0
1016,3104,9.9,hall,0
1017,3105,9,hall,0
1018,3110,9,hall,0
1019,3111,9,hall,0
1020,3112,3.665123,hall,1
1021,3113,4.581404,hall,1
